70	168	67
417	43	7
91	118	35
235	158	45
139	139	12
385	96	36
452	49	74
380	74	63
420	53	32
481	5	25
159	118	88
420	112	63
366	79	57
355	84	12
281	5	84
100	171	55
284	64	50
496	53	66
279	122	49
297	106	67
69	174	41
266	166	73
379	32	21
242	103	19
197	60	72
294	120	72
182	111	19
96	42	78
368	160	86
300	144	87
266	137	51
234	30	74
51	9	24
487	69	37
77	8	77
219	144	37
7	113	2
255	46	2
387	28	28
342	23	84
156	42	31
92	120	74
211	159	89
38	22	80
489	173	73
415	31	5
3	117	72
181	122	57
174	155	94
430	3	46
210	133	70
244	37	7
465	80	4
132	68	100
4	153	33
329	78	84
309	155	81
113	41	12
118	133	62
170	121	76
293	34	59
138	9	55
376	43	21
489	100	4
269	132	42
485	58	17
416	124	15
370	24	62
150	102	56
315	85	11
99	111	81
273	33	27
199	48	26
116	156	71
230	148	95
61	135	59
194	12	10
146	74	34
249	162	98
167	65	23
176	62	60
177	110	29
422	94	100
226	78	74
218	132	92
6	88	50
141	54	14
495	103	24
260	7	37
10	133	17
355	151	5
31	141	43
178	146	91
76	89	5
224	170	80
207	104	61
97	44	18
193	111	99
361	40	28
44	65	3
179	137	15
435	149	26
359	26	36
196	106	9
304	82	51
126	41	58
317	42	87
349	27	46
256	10	6
42	79	53
45	157	25
357	55	34
265	116	22
307	85	37
348	23	18
328	29	9
365	101	30
272	78	25
86	46	26
133	16	82
353	68	29
65	10	96
433	86	84
191	158	24
481	71	30
453	24	74
426	131	96
173	24	59
120	174	33
425	64	3
485	21	44
166	82	4
156	20	52
389	52	45
367	170	80
418	61	44
279	96	85
151	149	22
38	58	9
45	147	48
202	97	56
375	5	70
252	21	91
25	112	41
6	4	94
356	143	92
245	14	58
406	29	23
269	105	76
139	3	16
90	69	93
413	149	31
282	126	7
280	74	34
137	126	78
469	83	69
405	86	93
214	2	5
122	149	53
119	116	23
153	104	29
80	86	96
432	143	10
437	162	6
74	66	78
332	103	63
470	4	61
63	150	72
155	66	85
206	172	40
261	174	27
33	45	57
129	67	90
331	6	23
274	70	84
492	56	5
461	90	31
360	151	19
444	115	5
122	155	97
464	56	97
236	145	18
362	126	76
